vid,sid,date,transId,transPage,hitNo,sOrigin,sDes,sMarket,sld
4535413624108621520,1485937151,20170201,zulxsh,/vbook/actions/bookingconfirmation,72,hlz,pmr,domestic,51
4536386172234243186,1485905413,20170201,ybrysh,/vbook/actions/bookingconfirmation,33,pmr,akl,domestic,18
4536734051594231761,1485895770,20170201,ast2lh,/vbook/actions/mobi/bookingconfirmation,4,wlg,akl,domestic,21
4537755622491256439,1485883054,20170201,6ewrqh,/vbook/actions/bookingconfirmation,71,akl,zqn,domestic,23
4537765977731955528,1485912539,20170201,2hc72h,/vbook/actions/mobi/purchasetickets,20,hlz,chc,domestic,6
4539688336222616330,1485931856,20170201,5xsb4h,/vbook/actions/bookingconfirmation,91,npe,akl,domestic,18
4541474200940425604,1485891238,20170201,ajtchh,/vbook/actions/bookingconfirmation,55,dud,nrt,long haul,32
4541474200940425604,1485901442,20170201,ya7xdh,/vbook/actions/bookingconfirmation,63,dud,rot,domestic,41
4541686398101570544,1485906893,20170201,en6ayh,/vbook/actions/bookingconfirmation,112,chc,mel,tasman,13
4541686398101570544,1485906893,20170201,mv3kjh,/vbook/actions/bookingconfirmation,167,chc,mel,tasman,13
4542894301826936940,1485902803,20170201,2fssqh,/vbook/actions/bookingconfirmation,2,mel,wlg,tasman,3
4543353889016923488,1485931925,20170201,gr4pdh,/vbook/actions/bookingconfirmation,59,chc,npl,domestic,43
4544678873623352252,1485922214,20170201,5wm42h,/vbook/actions/bookingconfirmation,73,pmr,ool,tasman,88
4544678873623352252,1485923302,20170201,w5xaqh,/vbook/actions/bookingconfirmation,42,ivc,pmr,domestic,86
4546003789417845057,1485909539,20170201,ephmjh,/vbook/actions/bookingconfirmation,36,akl,chc,domestic,2
4546606205815500100,1485937535,20170201,2lfknh,/vbook/actions/mobi/review,4,akl,npl,domestic,12
4548384511277127011,1485912323,20170201,3nnnjh,/vbook/actions/bookingconfirmation,77,wlg,npl,domestic,7
4549234742979371719,1485895118,20170201,akfsjh,/vbook/actions/mobi/review,6,wlg,akl,domestic,13
4549493136815499588,1485899359,20170201,il46uh,/vbook/actions/bookingconfirmation,51,chc,nsn,domestic,1
4551131997490718258,1485905741,20170201,pjch2h,/vbook/actions/bookingconfirmation,57,wlg,trg,domestic,23
4551588625589324857,1485906773,20170201,d8578h,/vbook/actions/bookingconfirmation,46,zqn,akl,domestic,50
4552789597207686149,1485907598,20170201,6h3wqh,/vbook/actions/bookingconfirmation,73,wlg,chc,domestic,6
4553878775158042340,1485904931,20170201,u2y72h,/vbook/actions/bookingconfirmation,44,chc,akl,domestic,51
4554384073763771130,1485933809,20170201,4pla6h,/vbook/actions/mobi/purchasetickets,19,wlg,syd,tasman,30
4556024240173403606,1485896040,20170201,yal4wh,/vbook/actions/bookingconfirmation,61,dud,akl,domestic,51
4557257372450286348,1485937312,20170201,azqf2h,/vbook/actions/bookingconfirmation,1,chc,hlz,domestic,82
4562264600037372235,1485919195,20170201,jcqzbh,/vbook/actions/bookingconfirmation,66,npe,chc,domestic,28
4563044557507644898,1485933736,20170201,fqrufh,/vbook/actions/bookingconfirmation,64,wlg,npe,domestic,19
4563121428784397796,1485922446,20170201,3vmabh,/vbook/actions/bookingconfirmation,94,hlz,nsn,domestic,36
4563362934843588218,1485929732,20170201,azbh6h,/vbook/actions/mobi/purchasetickets,20,wlg,dud,domestic,18
4564054132504511570,1485935606,20170201,4pvmqh,/vbook/actions/bookingconfirmation,117,akl,hnl,pacific,72
4565305612937208181,1485917023,20170201,4bpbsh,/vbook/actions/bookingconfirmation,61,akl,npl,domestic,2
323019178943503619,1485888778,20170201,tt57sh,/vbook/actions/mobi/bookingconfirmation,74,ivc,chc,domestic,8
324649338075375655,1485938184,20170201,qlynlh,/vbook/actions/mobi/purchasetickets,30,apw,akl,pacific,13
325442549810093766,1485919876,20170201,yeu7fh,/vbook/actions/bookingconfirmation,89,wlg,bne,tasman,10
325641445444267661,1485927805,20170201,2kitsh,/vbook/actions/bookingconfirmation,143,akl,nsn,domestic,71
325766068189850319,1485907201,20170201,uhra4h,/vbook/actions/bookingconfirmation,71,akl,wlg,domestic,23
325766068189850319,1485911216,20170201,amwfwh,/vbook/actions/bookingconfirmation,99,akl,wlg,domestic,57
325766068189850319,1485911216,20170201,w3n4qh,/vbook/actions/bookingconfirmation,161,akl,wlg,domestic,57
326303725118356425,1485896612,20170201,2dw7wh,/vbook/actions/bookingconfirmation,92,pmr,chc,domestic,65
328994805525982289,1485933305,20170201,ygm7sh,/vbook/actions/bookingconfirmation,62,dud,wlg,domestic,63
329603376676680720,1485903651,20170201,enk4dh,/vbook/actions/bookingconfirmation,57,akl,mel,tasman,9
329603376676680720,1485903651,20170201,ir43fh,/vbook/actions/bookingconfirmation,109,mel,akl,tasman,12
330263624771176460,1485894122,20170201,tuu6jh,/vbook/actions/bookingconfirmation,71,npe,akl,domestic,67
330263624771176460,1485894122,20170201,lqkash,/vbook/actions/bookingconfirmation,110,akl,npe,domestic,65
414413643459030548,1485926656,20170201,4c7x8h,/vbook/actions/bookingconfirmation,64,wlg,akl,domestic,21
331492676945012474,1485900966,20170201,ala84h,/vbook/actions/bookingconfirmation,45,akl,nan,pacific,13
331492676945012474,1485900966,20170201,r3knjh,/vbook/actions/bookingconfirmation,85,zqn,akl,domestic,11
415661464600648493,1485923040,20170201,qnw2uh,/vbook/actions/bookingconfirmation,80,akl,npe,domestic,25
416872830055492952,1485931949,20170201,nsmgnh,/vbook/actions/bookingconfirmation,122,kke,akl,domestic,87
331825481098249956,1485903637,20170201,u2txlh,/vbook/actions/bookingconfirmation,54,dud,akl,domestic,6
332622876140402708,1485907269,20170201,inasuh,/vbook/actions/bookingconfirmation,81,chc,akl,domestic,19
418392690131761689,1485911836,20170201,my68yh,/vbook/actions/bookingconfirmation,62,akl,adl,tasman,235
332951166232336243,1485912107,20170201,uigajh,/vbook/actions/bookingconfirmation,2,wlg,akl,domestic,18
420609533195284153,1485906153,20170201,e8wx2h,/vbook/actions/bookingconfirmation,59,npl,akl,domestic,140
420944901361501362,1485912214,20170201,msqinh,/vbook/actions/bookingconfirmation,129,akl,nan,pacific,57
334508340974484384,1485917062,20170201,3pkx4h,/vbook/actions/bookingconfirmation,72,nsn,wlg,domestic,8
334818364620984253,1485914024,20170201,hlijuh,/vbook/actions/mobi/purchasetickets,11,chc,akl,domestic,52
334818364620984253,1485926941,20170201,hlijuh,/vbook/actions/mobi/purchasetickets,2,chc,akl,domestic,52
334818364620984253,1485926941,20170201,hlijuh,/vbook/actions/mobi/travellerdetails?paxIndex=1,18,chc,akl,domestic,52
334818364620984253,1485926941,20170201,hlijuh,/vbook/actions/mobi/travellerdetails?paxIndex=0,33,chc,akl,domestic,52
334818364620984253,1485926941,20170201,hlijuh,/vbook/actions/mobi/review,52,chc,akl,domestic,52
334818364620984253,1485926941,20170201,hlijuh,/vbook/actions/mobi/createitinerary,78,chc,akl,domestic,52
422255261605497210,1485919715,20170201,axd84h,/vbook/actions/bookingconfirmation,60,akl,nsn,domestic,15
423282239820144459,1485890510,20170201,hhs5yh,/vbook/actions/bookingconfirmation,1,akl,syd,tasman,114
336239307277298718,1485913464,20170201,sf2g2h,/vbook/actions/bookingconfirmation,65,zqn,akl,domestic,140
424994432826820546,1485892922,20170201,ajy6hh,/vbook/actions/bookingconfirmation,50,wlg,chc,domestic,49
425266695101070213,1485900314,20170201,ya83wh,/vbook/actions/bookingconfirmation,66,akl,syd,tasman,8
337215158253315420,1485890903,20170201,ufbflh,/vbook/actions/bookingconfirmation,55,dud,akl,domestic,5
337408371652108265,1485913291,20170201,zqvn2h,/vbook/actions/bookingconfirmation,48,akl,mel,tasman,14
337538307279735331,1485918233,20170201,hmrn4h,/vbook/actions/bookingconfirmation,72,hlz,pmr,domestic,14
337859643865927760,1485934672,20170201,cbfj6h,/vbook/actions/bookingconfirmation,55,npe,akl,domestic,2
425766186916591030,1485908523,20170201,u3iunh,/vbook/actions/bookingconfirmation,73,mel,wlg,tasman,12
339133428077027067,1485940981,20170201,3xd7fh,/vbook/actions/bookingconfirmation,68,wlg,lhr,long haul,47
340177427230620558,1485906576,20170201,e84s8h,/vbook/actions/bookingconfirmation,63,chc,wlg,domestic,48
341647354019765585,1485898887,20170201,ugewwh,/vbook/actions/bookingconfirmation,40,syd,akl,tasman,5
341647354019765585,1485909965,20170201,u3mrsh,/vbook/actions/bookingconfirmation,37,akl,syd,tasman,112
431650622705189574,1485921075,20170201,3vdxjh,/vbook/actions/mobi/bookingconfirmation,20,akl,adl,tasman,96
341900503701258278,1485894094,20170201,rzmnbh,/vbook/actions/bookingconfirmation,83,wlg,akl,domestic,7
342707644035776345,1485930802,20170201,fqikuh,/vbook/actions/mobi/purchasetickets,11,tbu,akl,pacific,22
342939950226965322,1485931338,20170201,azebnh,/vbook/actions/bookingconfirmation,101,chc,apw,pacific,3
432234854328806594,1485902013,20170201,ww3x4h,/vbook/actions/bookingconfirmation,85,akl,bne,tasman,11
432234854328806594,1485902013,20170201,2ftjdh,/vbook/actions/bookingconfirmation,141,mel,akl,tasman,4
432264055824136330,1485912201,20170201,u36ilh,/vbook/actions/bookingconfirmation,50,akl,zqn,domestic,1
432479766219188842,1485902364,20170201,irzc8h,/vbook/actions/bookingconfirmation,57,akl,chc,domestic,32
432805393502142653,1485930709,20170201,ztzf4h,/vbook/actions/bookingconfirmation,82,akl,chc,domestic,44
343725572757819359,1485916251,20170201,shpblh,/vbook/actions/bookingconfirmation,96,chc,akl,domestic,54
343975574204544316,1485936024,20170201,jfgy6h,/vbook/actions/bookingconfirmation,83,nsn,wlg,domestic,50
344714162531228013,1485945916,20170201,ix7q6h,/vbook/actions/mobi/purchasetickets,37,wlg,akl,domestic,24
345003952580338188,1485907917,20170201,zpe3wh,/vbook/actions/bookingconfirmation,88,akl,chc,domestic,32
345018658563653158,1485933327,20170201,zudc2h,/vbook/actions/bookingconfirmation,86,akl,akl,domestic,19
434605736402118601,1485926226,20170201,aqknlh,/vbook/actions/bookingconfirmation,50,akl,chc,domestic,48
347387577811408448,1485928880,20170201,8bagdh,/vbook/actions/bookingconfirmation,46,akl,wlg,domestic,35
347387577811408448,1485928880,20170201,3wgxbh,/vbook/actions/bookingconfirmation,97,akl,zqn,domestic,54
348840479318985205,1485935118,20170201,3r6zjh,/vbook/actions/bookingconfirmation,64,akl,npe,domestic,16
349712997601784877,1485916389,20170201,qiupnh,/vbook/actions/bookingconfirmation,76,chc,wlg,domestic,29
438900506103363331,1485929923,20170201,nsau6h,/vbook/actions/bookingconfirmation,81,trg,wlg,domestic,103
438900506103363331,1485929923,20170201,w6twwh,/vbook/actions/bookingconfirmation,134,wlg,trg,domestic,106
438900506103363331,1485931373,20170201,w6uybh,/vbook/actions/bookingconfirmation,2,trg,wlg,domestic,103
438900506103363331,1485931373,20170201,w6vtdh,/vbook/actions/bookingconfirmation,39,wlg,trg,domestic,106
438900506103363331,1485931373,20170201,zt2n6h,/vbook/actions/bookingconfirmation,89,trg,wlg,domestic,103
438900506103363331,1485931373,20170201,zt3l6h,/vbook/actions/bookingconfirmation,136,wlg,trg,domestic,106
439530573499349838,1485902387,20170201,imk36h,/vbook/actions/mobi/review,16,wlg,akl,domestic,52
349932646611096791,1485903062,20170201,ali6yh,/vbook/actions/bookingconfirmation,60,zqn,nsn,domestic,28
440259180387625357,1485905434,20170201,6hpqqh,/vbook/actions/bookingconfirmation,2,akl,mel,tasman,1
440803717817444037,1485937849,20170201,2tv54h,/vbook/actions/bookingconfirmation,2,wlg,gis,domestic,58
352384351382634358,1485930046,20170201,ulxr4h,/vbook/actions/bookingconfirmation,76,akl,npe,domestic,63
352920895867607042,1485905094,20170201,twmrbh,/vbook/actions/bookingconfirmation,98,akl,chc,domestic,84
441182710001947068,1485935796,20170201,ql2xdh,/vbook/actions/bookingconfirmation,149,akl,akl,tasman,77
353992533068547262,1485921885,20170201,axr5sh,/vbook/actions/bookingconfirmation,56,akl,chc,domestic,20
353992533068547262,1485921885,20170201,iq3tnh,/vbook/actions/bookingconfirmation,98,akl,wlg,domestic,28
353992533068547262,1485921885,20170201,4m4elh,/vbook/actions/bookingconfirmation,141,akl,wlg,domestic,85
353992533068547262,1485921885,20170201,6kkufh,/vbook/actions/bookingconfirmation,198,akl,chc,domestic,34
353992533068547262,1485921885,20170201,2jnmbh,/vbook/actions/bookingconfirmation,246,akl,chc,domestic,41
354119346365302236,1485922107,20170201,apvjbh,/vbook/actions/bookingconfirmation,64,wlg,akl,domestic,1
355041505914678263,1485860437,20170201,7pm6sh,/vbook/actions/bookingconfirmation,57,zqn,mel,tasman,4
444942541572161561,1485933687,20170201,ul8muh,/vbook/actions/bookingconfirmation,50,akl,npe,domestic,7
444942541572161561,1485933687,20170201,3rxxwh,/vbook/actions/bookingconfirmation,88,pmr,akl,domestic,8
445267009183142395,1485895344,20170201,6ghffh,/vbook/actions/bookingconfirmation,50,chc,akl,domestic,16
356676754544791741,1485941281,20170201,ns622h,/vbook/actions/bookingconfirmation,64,chc,akl,domestic,41
356676754544791741,1485941281,20170201,njdcyh,/vbook/actions/bookingconfirmation,111,akl,chc,domestic,44
358298091808224935,1485899874,20170201,em4hlh,/vbook/actions/mobi/purchasetickets,16,akl,wlg,domestic,9
446974378922946031,1485902978,20170201,wzyzhh,/vbook/actions/bookingconfirmation,82,akl,dud,domestic,122
358557031107114662,1485940438,20170201,2lmg6h,/vbook/actions/bookingconfirmation,172,akl,lhr,long haul,35
358764121573964960,1485938077,20170201,vv6xnh,/vbook/actions/bookingconfirmation,63,chc,dud,domestic,44
358903677946240859,1485905755,20170201,7t8gyh,/vbook/actions/bookingconfirmation,94,akl,wlg,domestic,79
449661215969486700,1485925647,20170201,jebmhh,/vbook/actions/bookingconfirmation,65,ool,akl,tasman,78
450747911433229260,1485899180,20170201,q8n48h,/vbook/actions/bookingconfirmation,53,akl,wlg,domestic,6
360242277475469470,1485888505,20170201,sdnu2h,/vbook/actions/bookingconfirmation,32,akl,chc,domestic,0
451702175858845477,1485918917,20170201,iu3csh,/vbook/actions/mobi/purchasetickets,27,chc,akl,domestic,58
451755300296750139,1485913752,20170201,zqwjsh,/vbook/actions/bookingconfirmation,65,kke,akl,domestic,28
452092313510703263,1485926516,20170201,jefiqh,/vbook/actions/bookingconfirmation,73,akl,syd,tasman,14
361587521351212127,1485902371,20170201,immifh,/vbook/actions/bookingconfirmation,89,chc,akl,domestic,54
361587521351212127,1485902371,20170201,ww8phh,/vbook/actions/bookingconfirmation,139,akl,chc,domestic,60
361779510721408402,1485903112,20170201,7tn4yh,/vbook/actions/bookingconfirmation,51,hlz,wlg,domestic,10
362174639138744898,1485902698,20170201,twcgdh,/vbook/actions/bookingconfirmation,71,akl,npe,domestic,3
452932976037649180,1485894194,20170201,6gij2h,/vbook/actions/bookingconfirmation,131,npl,zqn,domestic,161
362463857926041595,1485911533,20170201,avp8uh,/vbook/actions/bookingconfirmation,84,ivc,wlg,domestic,21
362671876081043403,1485896862,20170201,uzslyh,/vbook/actions/bookingconfirmation,47,chc,akl,domestic,15
362985885423980058,1485903230,20170201,tlwssh,/vbook/actions/mobi/review,5,akl,chc,domestic,2
364039939112193694,1485922425,20170201,4cjquh,/vbook/actions/bookingconfirmation,62,akl,mel,tasman,16
364624552905468056,1485889281,20170201,tj3w2h,/vbook/actions/bookingconfirmation,116,akl,mel,tasman,29
365477383052278904,1485918281,20170201,jcmkuh,/vbook/actions/bookingconfirmation,82,wlg,akl,domestic,72
365489464833131770,1485908503,20170201,38yxyh,/vbook/actions/bookingconfirmation,2,akl,eze,long haul,23
454788419094776239,1485923186,20170201,yfcdhh,/vbook/actions/mobi/purchasetickets,17,wlg,chc,domestic,33
366850484109091947,1485935166,20170201,3wyeqh,/vbook/actions/bookingconfirmation,2,wlg,npe,domestic,5
366864794950501587,1485930608,20170201,nsa72h,/vbook/actions/bookingconfirmation,74,wlg,nsn,domestic,67
455170258872691172,1485916557,20170201,tymcdh,/vbook/actions/mobi/purchasetickets,12,zqn,akl,domestic,6
455170258872691172,1485916557,20170201,ipw74h,/vbook/actions/mobi/bookingconfirmation,27,zqn,akl,domestic,8
455170258872691172,1485916557,20170201,6jmchh,/vbook/actions/mobi/bookingconfirmation,39,akl,zqn,domestic,6
455903341072032557,1485929721,20170201,ulzfnh,/vbook/actions/bookingconfirmation,91,akl,rar,pacific,207
456329367446426937,1485899732,20170201,2fy7wh,/vbook/actions/bookingconfirmation,143,akl,rot,domestic,10
368687883988174680,1485906447,20170201,2gb2dh,/vbook/actions/bookingconfirmation,2,chc,dud,domestic,3
457215891654794470,1485899290,20170201,tlexfh,/vbook/actions/mobi/purchasetickets,14,chc,nsn,domestic,35
457499561372303631,1485924911,20170201,yfjiwh,/vbook/actions/mobi/purchasetickets,11,chc,zqn,domestic,1
369585660884053786,1485888289,20170201,tjvjuh,/vbook/actions/mobi/purchasetickets,21,akl,per,tasman,65
370249053079595496,1485902741,20170201,atwahh,/vbook/actions/bookingconfirmation,58,akl,npl,domestic,15
371157619073718636,1485937004,20170201,jfhsqh,/vbook/actions/bookingconfirmation,49,akl,chc,domestic,32
372160313547079185,1485860872,20170201,lmm3lh,/vbook/actions/mobi/review,37,bne,akl,tasman,9
461110464915627463,1485860549,20170201,phxujh,/vbook/actions/bookingconfirmation,31,chc,zqn,domestic,5
373033102442068006,1485915975,20170201,sh2x4h,/vbook/actions/bookingconfirmation,52,dud,akl,domestic,4
373348082458650162,1485921106,20170201,ap5a2h,/vbook/actions/bookingconfirmation,194,akl,syd,tasman,86
373348082458650162,1485929633,20170201,uluk2h,/vbook/actions/bookingconfirmation,65,akl,syd,tasman,86
373613588743159031,1485939671,20170201,2li6sh,/vbook/actions/bookingconfirmation,55,wlg,zqn,domestic,316
373975577178934024,1485931851,20170201,vvsquh,/vbook/actions/bookingconfirmation,182,akl,wlg,domestic,59
373975577178934024,1485931851,20170201,3wwr4h,/vbook/actions/bookingconfirmation,248,akl,wlg,domestic,59
463123868292307159,1485920625,20170201,zsi3dh,/vbook/actions/bookingconfirmation,63,chc,zqn,domestic,16
377231617658288690,1485929010,20170201,yfzrfh,/vbook/actions/bookingconfirmation,49,chc,rot,domestic,27
378184902794420558,1485922427,20170201,w5utqh,/vbook/actions/reservationholdconfirmation,38,nsn,wlg,domestic,72
464018827744222911,1485891352,20170201,sd4y6h,/vbook/actions/mobi/review,6,zqn,hlz,domestic,2
466626886520396516,1485937820,20170201,ygsb2h,/vbook/actions/bookingconfirmation,62,wlg,akl,domestic,18
467495298854290242,1485934271,20170201,azj7bh,/vbook/actions/bookingconfirmation,58,akl,tbu,pacific,1
381647939255169912,1485937480,20170201,jfmawh,/vbook/actions/mobi/purchasetickets,27,akl,zqn,domestic,3
382894991599124835,1485896151,20170201,e66vuh,/vbook/actions/bookingconfirmation,49,wlg,akl,domestic,38
383111449258409855,1485902443,20170201,enxfqh,/vbook/actions/bookingconfirmation,130,wlg,trg,domestic,7
383141398164749287,1485936770,20170201,zukufh,/vbook/actions/bookingconfirmation,51,wlg,hlz,domestic,58
383836006035407603,1485929792,20170201,aqzqwh,/vbook/actions/bookingconfirmation,2,chc,wlg,domestic,76
383836006035407603,1485929792,20170201,3wh68h,/vbook/actions/bookingconfirmation,71,chc,wlg,domestic,76
384072632913914270,1485940934,20170201,jfp5dh,/vbook/actions/bookingconfirmation,66,akl,zqn,domestic,14
386010694019809046,1485937274,20170201,2twgwh,/vbook/actions/bookingconfirmation,55,pmr,akl,domestic,2
386929172776273592,1485883063,20170201,e47s6h,/vbook/actions/mobi/review,8,akl,mel,tasman,18
468554940332922766,1485937798,20170201,qqi4uh,/vbook/actions/bookingconfirmation,43,akl,ppq,domestic,4
387825850204581433,1485917155,20170201,uju46h,/vbook/actions/bookingconfirmation,57,akl,chc,domestic,8
387825850204581433,1485917155,20170201,4bulqh,/vbook/actions/bookingconfirmation,112,akl,chc,domestic,6
387825850204581433,1485917155,20170201,sh7r4h,/vbook/actions/bookingconfirmation,160,akl,pmr,domestic,6
387825850204581433,1485917155,20170201,sh824h,/vbook/actions/bookingconfirmation,209,akl,pmr,domestic,6
387825850204581433,1485917155,20170201,iuw6qh,/vbook/actions/bookingconfirmation,260,pmr,chc,domestic,6
387825850204581433,1485917155,20170201,2iv7wh,/vbook/actions/bookingconfirmation,311,pmr,chc,domestic,6
387825850204581433,1485917155,20170201,6j3d6h,/vbook/actions/bookingconfirmation,364,chc,akl,domestic,9
387825850204581433,1485917155,20170201,zscs6h,/vbook/actions/bookingconfirmation,414,chc,akl,domestic,9
388417765490389405,1485907687,20170201,7uaa8h,/vbook/actions/bookingconfirmation,53,wlg,syd,tasman,84
388922982477887371,1485897144,20170201,aklxsh,/vbook/actions/mobi/purchasetickets,12,akl,ivc,domestic,22
388922982477887371,1485897144,20170201,hiwjhh,/vbook/actions/mobi/bookingconfirmation,35,dud,akl,domestic,27
388922982477887371,1485897144,20170201,tlaeqh,/vbook/actions/mobi/purchasetickets,62,akl,dud,domestic,43
388922982477887371,1485897144,20170201,6gt24h,/vbook/actions/mobi/purchasetickets,87,akl,dud,domestic,42
391280137855589761,1485903834,20170201,e8knwh,/vbook/actions/bookingconfirmation,57,nsn,akl,domestic,78
391998608575122944,1485917696,20170201,ip428h,/vbook/actions/mobi/purchasetickets,11,akl,wlg,domestic,20
392278614673013287,1485912622,20170201,yczz6h,/vbook/actions/bookingconfirmation,59,dud,akl,domestic,25
472310451151133050,1485920634,20170201,yeqt2h,/vbook/actions/bookingconfirmation,62,bne,akl,tasman,1
473273984102887919,1485920305,20170201,qjhnlh,/vbook/actions/bookingconfirmation,2,wlg,bne,tasman,44
395152248441738352,1485902987,20170201,ybebsh,/vbook/actions/bookingconfirmation,46,npe,wlg,domestic,13
396089689478632353,1485935521,20170201,2tuz8h,/vbook/actions/bookingconfirmation,68,akl,bne,tasman,35
396583958592477874,1485929090,20170201,w6lyuh,/vbook/actions/mobi/purchasetickets,12,chc,adl,tasman,12
398330880625003102,1485918160,20170201,qi7thh,/vbook/actions/bookingconfirmation,51,akl,pmr,domestic,8
476931646965497315,1485937949,20170201,qqiq4h,/vbook/actions/bookingconfirmation,2,akl,wlg,domestic,30
478165702754203315,1485903665,20170201,twddsh,/vbook/actions/mobi/bookingconfirmation,8,akl,chc,domestic,32
400629139177382649,1485895361,20170201,wv774h,/vbook/actions/mobi/review,24,bhe,wlg,domestic,2
402107230662027140,1485897905,20170201,fjwcbh,/vbook/actions/bookingconfirmation,98,chc,wlg,domestic,2
402462368678275415,1485895767,20170201,u4qmjh,/vbook/actions/bookingconfirmation,49,akl,npe,domestic,24
402462368678275415,1485895767,20170201,tk2u8h,/vbook/actions/bookingconfirmation,98,rot,akl,domestic,6
479624406740402679,1485889027,20170201,ficblh,/vbook/actions/bookingconfirmation,62,wlg,chc,domestic,38
480931279426362437,1485914134,20170201,mtv7wh,/vbook/actions/bookingconfirmation,61,akl,pmr,domestic,1
480931279426362437,1485914134,20170201,awxw2h,/vbook/actions/bookingconfirmation,114,pmr,chc,domestic,1
404245806577826800,1485905372,20170201,isdnwh,/vbook/actions/bookingconfirmation,52,akl,nsn,domestic,2
404519022358519720,1485922440,20170201,3qjb8h,/vbook/actions/bookingconfirmation,2,akl,chc,domestic,12
481291489723267451,1485896266,20170201,e7ezwh,/vbook/actions/mobi/purchasetickets,49,zqn,akl,domestic,0
482211574834103052,1485931277,20170201,fqms2h,/vbook/actions/bookingconfirmation,88,rar,akl,pacific,171
482511793048077605,1485915760,20170201,iqh38h,/vbook/actions/mobi/purchasetickets,101,akl,ppt,pacific,35
482709189745022352,1485938401,20170201,5x65bh,/vbook/actions/bookingconfirmation,70,wlg,akl,domestic,44
407583842301484573,1485938205,20170201,zupl8h,/vbook/actions/bookingconfirmation,70,nsn,dud,domestic,2
409303474075077430,1485905872,20170201,e8s48h,/vbook/actions/bookingconfirmation,68,akl,nsn,domestic,20
409303474075077430,1485905872,20170201,2gbufh,/vbook/actions/bookingconfirmation,122,akl,nsn,domestic,42
409303474075077430,1485907526,20170201,flaajh,/vbook/actions/bookingconfirmation,2,nsn,dud,domestic,29
483913876506599525,1485901343,20170201,3766yh,/vbook/actions/bookingconfirmation,60,akl,chc,domestic,2
485239432274068906,1485935344,20170201,vvz48h,/vbook/actions/bookingconfirmation,100,akl,wlg,domestic,9
410919438449048070,1485924970,20170201,fpycyh,/vbook/actions/bookingconfirmation,52,pmr,akl,domestic,18
412386526271451722,1485912070,20170201,hk4xsh,/vbook/actions/bookingconfirmation,4,wlg,zqn,domestic,36
412386526271451722,1485929865,20170201,fqchlh,/vbook/actions/bookingconfirmation,2,hlz,wlg,domestic,3
412517664463744177,1485894579,20170201,7snjjh,/vbook/actions/bookingconfirmation,66,wlg,akl,domestic,105
412517664463744177,1485894579,20170201,hiqmlh,/vbook/actions/bookingconfirmation,116,wlg,akl,domestic,106
412517664463744177,1485902335,20170201,atvjbh,/vbook/actions/bookingconfirmation,46,wlg,akl,domestic,106
412686559787243612,1485939515,20170201,vv8hqh,/vbook/actions/bookingconfirmation,92,akl,zqn,domestic,275
413210786330058528,1485922781,20170201,2jrluh,/vbook/actions/bookingconfirmation,76,npl,akl,domestic,5
486494726628296333,1485934052,20170201,cba6fh,/vbook/actions/bookingconfirmation,2,akl,rot,domestic,17
486827827042361523,1485911943,20170201,762syh,/vbook/actions/bookingconfirmation,2,bhe,rot,domestic,58
492855375659751142,1485935084,20170201,hqn4bh,/vbook/actions/bookingconfirmation,63,nsn,syd,tasman,57
494369824088096196,1485927953,20170201,nsb6uh,/vbook/actions/bookingconfirmation,168,ivc,chc,domestic,106
494369824088096196,1485931482,20170201,jey2sh,/vbook/actions/bookingconfirmation,67,chc,nsn,domestic,106
498078472476830251,1485929171,20170201,jej8lh,/vbook/actions/bookingconfirmation,2,wlg,chc,domestic,23
499023159162414069,1485939701,20170201,jfl7yh,/vbook/actions/bookingconfirmation,56,akl,npe,domestic,64
502489876291633175,1485896044,20170201,7s3cnh,/vbook/actions/bookingconfirmation,87,akl,gis,domestic,1
502606828334550067,1485900850,20170201,75hanh,/vbook/actions/bookingconfirmation,45,akl,chc,domestic,26
503613083269422135,1485931161,20170201,qlccuh,/vbook/actions/bookingconfirmation,67,npe,akl,domestic,3
504872393447577110,1485941498,20170201,vwaxwh,/vbook/actions/bookingconfirmation,2,chc,kke,domestic,12
506010791634337359,1485915440,20170201,qimidh,/vbook/actions/bookingconfirmation,56,wlg,zqn,domestic,23
506326227063252112,1485939856,20170201,lry5hh,/vbook/actions/bookingconfirmation,81,wlg,akl,domestic,13
506326227063252112,1485939856,20170201,um24fh,/vbook/actions/bookingconfirmation,215,akl,wlg,domestic,13
506575506965055759,1485883663,20170201,n7zs8h,/vbook/actions/mobi/review,8,npe,akl,domestic,5
508550272721433639,1485894065,20170201,tuytuh,/vbook/actions/bookingconfirmation,70,wre,wlg,domestic,36
509542521911131586,1485897786,20170201,ilya8h,/vbook/actions/bookingconfirmation,81,akl,chc,domestic,14
510449348415661583,1485913489,20170201,qib4dh,/vbook/actions/bookingconfirmation,192,chc,npe,domestic,2
510449348415661583,1485913489,20170201,ipyefh,/vbook/actions/bookingconfirmation,270,akl,akl,domestic,6
510720485358831907,1485890318,20170201,sd258h,/vbook/actions/bookingconfirmation,44,akl,chc,domestic,0
511193730653627850,1485899263,20170201,75ghqh,/vbook/actions/bookingconfirmation,59,wlg,akl,domestic,14
511509238794576102,1485901510,20170201,wzayfh,/vbook/actions/reservationholdconfirmation,19,akl,nan,pacific,82
514252034981152170,1485917346,20170201,4me82h,/vbook/actions/bookingconfirmation,58,akl,syd,tasman,23
514999054497855188,1485902063,20170201,fj76hh,/vbook/actions/bookingconfirmation,39,akl,wlg,domestic,34
