vid,sid,date,transId,transPage,hitNo,sOrigin,sDes,sMarket,sld
7731153885490921042,1485914234,20170201,4axcuh,/vbook/actions/mobi/purchasetickets,4,pmr,wlg,domestic,14
7652146480316575133,1485903420,20170201,imnwqh,/vbook/actions/bookingconfirmation,62,akl,zqn,domestic,229
7652147296361092365,1485935888,20170201,azrtuh,/vbook/actions/mobi/purchasetickets,29,akl,bne,tasman,4
7732011972686198542,1485926451,20170201,3q48fh,/vbook/actions/bookingconfirmation,67,akl,pmr,domestic,3
7732488499192531173,1485925156,20170201,3qzgwh,/vbook/actions/bookingconfirmation,70,akl,nan,pacific,38
7732790375396605491,1485900038,20170201,2fkqlh,/vbook/actions/bookingconfirmation,130,chc,akl,domestic,2
7733081947829127336,1485914159,20170201,uiya8h,/vbook/actions/bookingconfirmation,171,chc,wlg,domestic,242
7654110384170637997,1485925748,20170201,nrp2sh,/vbook/actions/mobi/purchasetickets,20,akl,nsn,domestic,0
7655617333545405293,1485885745,20170201,2cf3nh,/vbook/actions/bookingconfirmation,73,chc,zqn,domestic,23
7734548571799657033,1485897846,20170201,d53jhh,/vbook/actions/bookingconfirmation,66,wlg,chc,domestic,29
7735011680942454359,1485900610,20170201,e8prdh,/vbook/actions/bookingconfirmation,119,syd,zqn,tasman,55
7735078205699234284,1485937132,20170201,8b2qjh,/vbook/actions/mobi/purchasetickets,11,akl,dud,domestic,20
7657097830273507019,1485909091,20170201,is3zwh,/vbook/actions/reservationholdconfirmation,62,akl,zqn,domestic,165
7657176990800777550,1485897116,20170201,d5yybh,/vbook/actions/bookingconfirmation,45,akl,akl,domestic,84
7735440383110182207,1485891687,20170201,ufl62h,/vbook/actions/bookingconfirmation,55,wlg,akl,domestic,7
7735886544178503517,1485928498,20170201,3wethh,/vbook/actions/bookingconfirmation,79,wlg,rar,pacific,108
7658810053334121315,1485883073,20170201,ln542h,/vbook/actions/bookingconfirmation,56,akl,pmr,domestic,105
7736864942159113512,1485909289,20170201,w22uqh,/vbook/actions/bookingconfirmation,84,akl,chc,domestic,22
7738386816477086226,1485906094,20170201,w2fd6h,/vbook/actions/bookingconfirmation,29,akl,kix,long haul,35
7659613091982820726,1485915510,20170201,mutx4h,/vbook/actions/mobi/purchasetickets,11,mel,akl,tasman,44
7660328882642441612,1485919630,20170201,78xzlh,/vbook/actions/bookingconfirmation,63,wlg,hlz,domestic,36
7739770878376267513,1485892011,20170201,tugdwh,/vbook/actions/bookingconfirmation,48,zqn,chc,domestic,72
7663321053213593864,1485934859,20170201,qqgj6h,/vbook/actions/bookingconfirmation,71,wlg,wlg,long haul,142
7663788822376217817,1485899619,20170201,ak77sh,/vbook/actions/bookingconfirmation,123,apw,akl,pacific,3
7668402854210018831,1485911104,20170201,pl2mbh,/vbook/actions/bookingconfirmation,53,trg,chc,domestic,17
7668402854210018831,1485934903,20170201,3r3ddh,/vbook/actions/bookingconfirmation,51,trg,chc,domestic,17
7669292363400299186,1485927781,20170201,aysi2h,/vbook/actions/bookingconfirmation,51,npl,akl,domestic,44
7669346157834720177,1485916976,20170201,qthmbh,/vbook/actions/bookingconfirmation,93,trg,wlg,domestic,35
7669346157834720177,1485916976,20170201,jclt2h,/vbook/actions/bookingconfirmation,267,rot,wlg,domestic,36
7669539465747927453,1485931930,20170201,nsf28h,/vbook/actions/bookingconfirmation,2,akl,syd,tasman,9
7671066352383672913,1485922269,20170201,8acrlh,/vbook/actions/bookingconfirmation,71,akl,wlg,domestic,24
7673682825009015192,1485936045,20170201,fqx3qh,/vbook/actions/bookingconfirmation,107,wlg,trg,domestic,3
7674645116736114593,1485922779,20170201,aqabsh,/vbook/actions/bookingconfirmation,197,wlg,nan,pacific,150
7679029543911376491,1485917914,20170201,zr4xsh,/vbook/actions/bookingconfirmation,50,akl,trg,domestic,6
7683400944431103106,1485940873,20170201,w7lfnh,/vbook/actions/bookingconfirmation,47,chc,akl,domestic,23
3582845699459096318,1485911980,20170201,avyhbh,/vbook/actions/bookingconfirmation,126,dud,tuo,domestic,40
3582845699459096318,1485911980,20170201,zqxwlh,/vbook/actions/bookingconfirmation,174,chc,tuo,domestic,40
3513539865286076798,1485930939,20170201,vvxvyh,/vbook/actions/bookingconfirmation,219,wlg,bne,tasman,93
3513924904781967999,1485904245,20170201,2f24dh,/vbook/actions/bookingconfirmation,58,akl,chc,domestic,3
3586273998297415248,1485909226,20170201,pkb68h,/vbook/actions/bookingconfirmation,106,npe,npe,domestic,6
3515032344884178736,1485917324,20170201,hmrvfh,/vbook/actions/bookingconfirmation,56,npe,akl,domestic,4
3586649318266467195,1485937389,20170201,nia7fh,/vbook/actions/bookingconfirmation,49,hlz,chc,domestic,19
3516241232212056677,1485904344,20170201,wxg4bh,/vbook/actions/bookingconfirmation,107,gis,wlg,domestic,2
3516680014686819283,1485921806,20170201,axqd4h,/vbook/actions/mobi/bookingconfirmation,7,wlg,chc,domestic,5
3516796348178428322,1485904199,20170201,aujydh,/vbook/actions/bookingconfirmation,132,akl,chc,domestic,14
3516796348178428322,1485904199,20170201,3mbpuh,/vbook/actions/bookingconfirmation,188,chc,wlg,domestic,20
3587918408144978846,1485908780,20170201,au8syh,/vbook/actions/bookingconfirmation,84,akl,dud,domestic,81
3588134599618784050,1485892402,20170201,36vgdh,/vbook/actions/mobi/purchasetickets,36,akl,nan,pacific,179
3588134599618784050,1485892402,20170201,d5evsh,/vbook/actions/mobi/bookingconfirmation,50,akl,nan,pacific,179
3589867094886021483,1485936763,20170201,ixcshh,/vbook/actions/bookingconfirmation,2,chc,akl,domestic,86
3591899159898943581,1485896143,20170201,tu35dh,/vbook/actions/mobi/bookingconfirmation,16,akl,wlg,domestic,26
3592808889818335298,1485934346,20170201,fqsd2h,/vbook/actions/bookingconfirmation,2,chc,nou,pacific,64
3520461290950217599,1485860411,20170201,lmkilh,/vbook/actions/mobi/bookingconfirmation,6,chc,npl,domestic,0
3520756587196537242,1485927466,20170201,8a332h,/vbook/actions/bookingconfirmation,63,akl,pmr,domestic,17
3520927114579754711,1485930199,20170201,5xvihh,/vbook/actions/bookingconfirmation,303,chc,akl,domestic,1
3520927114579754711,1485930199,20170201,5xvy4h,/vbook/actions/bookingconfirmation,349,akl,wlg,domestic,1
3596382800815901690,1485918112,20170201,qjayfh,/vbook/actions/bookingconfirmation,110,akl,ppq,domestic,11
3597500033494373022,1485904692,20170201,enxgjh,/vbook/actions/bookingconfirmation,150,akl,bne,tasman,30
3597500033494373022,1485904692,20170201,isimbh,/vbook/actions/bookingconfirmation,263,chc,akl,domestic,29
3597944098764469360,1485943920,20170201,mzj4jh,/vbook/actions/bookingconfirmation,79,chc,akl,domestic,4
3600037319795603530,1485895745,20170201,yahqqh,/vbook/actions/bookingconfirmation,92,chc,wlg,domestic,75
3524896055202683168,1485902128,20170201,irzabh,/vbook/actions/bookingconfirmation,101,dud,lax,long haul,8
3526697484666415717,1485910709,20170201,inqjbh,/vbook/actions/mobi/bookingconfirmation,12,trg,wlg,domestic,90
3527575878571484572,1485904510,20170201,fkljwh,/vbook/actions/bookingconfirmation,50,ivc,npl,domestic,164
3528597823086213125,1485931429,20170201,qlc4bh,/vbook/actions/bookingconfirmation,78,akl,zqn,domestic,71
3601752326004984875,1485908847,20170201,amcdwh,/vbook/actions/bookingconfirmation,2,akl,pek,long haul,143
3602770070047098641,1485907957,20170201,yb2z2h,/vbook/actions/bookingconfirmation,2,chc,ivc,domestic,0
3603163506230689601,1485923458,20170201,4ndalh,/vbook/actions/bookingconfirmation,58,chc,dud,domestic,17
3604171049715745471,1485928537,20170201,vvfvlh,/vbook/actions/mobi/purchasetickets,34,chc,mel,tasman,11
3604280163351598606,1485910531,20170201,avfgjh,/vbook/actions/bookingconfirmation,69,zqn,akl,domestic,7
3529218694967861595,1485925201,20170201,qusvdh,/vbook/actions/bookingconfirmation,2,wlg,dud,domestic,2
3605003942638173733,1485899814,20170201,6g3u2h,/vbook/actions/bookingconfirmation,87,nan,akl,pacific,75
3605138564122239705,1485923032,20170201,fpcsdh,/vbook/actions/mobi/review,10,akl,pmr,domestic,24
3529635525789998598,1485895169,20170201,fjatwh,/vbook/actions/bookingconfirmation,75,akl,bne,tasman,43
3529746658107076642,1485891871,20170201,sd7anh,/vbook/actions/bookingconfirmation,42,npl,akl,domestic,1
3605476681127656919,1485929942,20170201,hpm4bh,/vbook/actions/mobi/purchasetickets,11,dud,akl,domestic,14
3607145048284549723,1485896533,20170201,hi8glh,/vbook/actions/bookingconfirmation,72,chc,zqn,domestic,39
3529877749084279961,1485889634,20170201,lp6bdh,/vbook/actions/bookingconfirmation,54,wlg,nsn,domestic,1
3530340591953045525,1485944762,20170201,ix6rnh,/vbook/actions/mobi/purchasetickets,23,zqn,akl,domestic,31
3532365870860874159,1485922900,20170201,qnxfsh,/vbook/actions/bookingconfirmation,52,zqn,akl,domestic,43
3608001761100165580,1485907181,20170201,en76hh,/vbook/actions/mobi/purchasetickets,36,akl,chc,domestic,2
3610570327652886047,1485920857,20170201,2i8ylh,/vbook/actions/bookingconfirmation,2,akl,kke,domestic,33
3610637135873293757,1485938670,20170201,qqldyh,/vbook/actions/bookingconfirmation,42,wlg,akl,domestic,29
3533024916464240329,1485862047,20170201,qcxrlh,/vbook/actions/bookingconfirmation,66,akl,chc,domestic,13
3533429330563651041,1485918199,20170201,jcj7fh,/vbook/actions/bookingconfirmation,40,zqn,akl,domestic,0
3533994608376138017,1485891164,20170201,sd4z4h,/vbook/actions/bookingconfirmation,33,wlg,chc,domestic,2
3610909990850736826,1485910714,20170201,3m3a8h,/vbook/actions/bookingconfirmation,57,wlg,akl,domestic,5
3611082983530972947,1485922159,20170201,apwv2h,/vbook/actions/bookingconfirmation,56,wlg,dud,domestic,72
3611082983530972947,1485922159,20170201,fpbsdh,/vbook/actions/bookingconfirmation,105,ivc,wlg,domestic,77
3611774151133824669,1485933786,20170201,w67iyh,/vbook/actions/mobi/purchasetickets,18,chc,syd,tasman,16
3534648787764178556,1485925902,20170201,3vz7hh,/vbook/actions/bookingconfirmation,60,akl,wlg,domestic,51
3613807852524022494,1485915244,20170201,annqdh,/vbook/actions/bookingconfirmation,63,chc,wlg,domestic,95
3614143078950286230,1485930742,20170201,fqkpwh,/vbook/actions/bookingconfirmation,92,akl,zqn,domestic,164
3614383932198327817,1485896095,20170201,hitflh,/vbook/actions/bookingconfirmation,132,akl,mel,tasman,7
3536884812089109752,1485915436,20170201,jb5ffh,/vbook/actions/bookingconfirmation,91,npe,wlg,domestic,10
3615104017825348140,1485913708,20170201,jbjssh,/vbook/actions/mobi/purchasetickets,11,trg,dud,domestic,7
3615240172583622398,1485936383,20170201,fq2iwh,/vbook/actions/bookingconfirmation,64,chc,bne,tasman,2
3616274770040685224,1485912244,20170201,fl72dh,/vbook/actions/bookingconfirmation,55,akl,bne,tasman,16
3616274770040685224,1485912244,20170201,jbfdyh,/vbook/actions/bookingconfirmation,97,hba,akl,tasman,22
3616274770040685224,1485912244,20170201,6iuqhh,/vbook/actions/bookingconfirmation,137,hba,akl,tasman,26
3616544154638471919,1485933444,20170201,3wt4lh,/vbook/actions/mobi/bookingconfirmation,10,akl,wlg,domestic,9
3616807092617324052,1485940312,20170201,umyj6h,/vbook/actions/bookingconfirmation,75,wlg,bne,tasman,3
3617362977349548095,1485944801,20170201,mzj7jh,/vbook/actions/bookingconfirmation,2,chc,akl,domestic,24
3617789184014840185,1485906254,20170201,alzedh,/vbook/actions/mobi/purchasetickets,21,akl,zqn,domestic,158
3617920588652891475,1485920286,20170201,4mrgbh,/vbook/actions/bookingconfirmation,38,akl,nsn,domestic,13
3618093040152523592,1485943380,20170201,cb8jjh,/vbook/actions/bookingconfirmation,46,syd,akl,tasman,3
3618093040152523592,1485943380,20170201,3sqm6h,/vbook/actions/bookingconfirmation,79,akl,npe,domestic,5
3538109251461541861,1485926027,20170201,iv6r4h,/vbook/actions/bookingconfirmation,55,wlg,akl,domestic,8
3538109251461541861,1485933890,20170201,3rxr8h,/vbook/actions/bookingconfirmation,63,akl,npl,domestic,21
3539288696770616744,1485929330,20170201,ztvklh,/vbook/actions/bookingconfirmation,54,akl,npl,domestic,1
3618510665620014997,1485891176,20170201,hhwuyh,/vbook/actions/bookingconfirmation,1,nsn,wlg,domestic,26
3539921156454353688,1485892634,20170201,d5hljh,/vbook/actions/bookingconfirmation,73,chc,zqn,domestic,22
3619442707876137084,1485909628,20170201,uh6d8h,/vbook/actions/bookingconfirmation,85,bhe,chc,domestic,156
3541548115855910744,1485898131,20170201,2fqxqh,/vbook/actions/bookingconfirmation,61,chc,akl,domestic,1
3622052196827445507,1485934274,20170201,2lbn2h,/vbook/actions/bookingconfirmation,84,akl,chc,domestic,21
3542565507704251222,1485921156,20170201,2jrvnh,/vbook/actions/bookingconfirmation,92,akl,lhr,long haul,197
3543189703892175211,1485928326,20170201,aq2v8h,/vbook/actions/bookingconfirmation,80,akl,lhr,long haul,49
3543470508745822769,1485913061,20170201,2hg72h,/vbook/actions/mobi/review,14,chc,zqn,domestic,61
3543536690009224996,1485860421,20170201,thquhh,/vbook/actions/bookingconfirmation,23,akl,syd,tasman,88
3545421922954188681,1485911098,20170201,fl4rnh,/vbook/actions/bookingconfirmation,125,akl,akl,domestic,6
3546639962765913984,1485891921,20170201,wvrefh,/vbook/actions/bookingconfirmation,87,rot,akl,domestic,106
3546639962765913984,1485891921,20170201,finswh,/vbook/actions/bookingconfirmation,126,rot,akl,domestic,106
3627083686612472454,1485912092,20170201,fl7afh,/vbook/actions/bookingconfirmation,64,wlg,akl,domestic,6
3627083686612472454,1485912092,20170201,yczf6h,/vbook/actions/bookingconfirmation,166,akl,wlg,domestic,6
3627513608551206947,1485915924,20170201,3ped4h,/vbook/actions/bookingconfirmation,60,syd,akl,tasman,1
3627757206157470725,1485892977,20170201,e6swjh,/vbook/actions/bookingconfirmation,52,akl,akl,domestic,20
3546873102209232926,1485942815,20170201,yg7rfh,/vbook/actions/bookingconfirmation,73,chc,syd,tasman,52
3547018534047158784,1485891192,20170201,d5anbh,/vbook/actions/bookingconfirmation,38,akl,tbu,pacific,9
3547578035123510657,1485885836,20170201,ek4idh,/vbook/actions/bookingconfirmation,38,wlg,akl,domestic,12
3630576027623406089,1485914143,20170201,jbl7sh,/vbook/actions/bookingconfirmation,112,nsn,chc,domestic,5
3549450284401691703,1485911703,20170201,u33tfh,/vbook/actions/bookingconfirmation,77,npl,akl,domestic,3
3549523165659334027,1485892947,20170201,ufjihh,/vbook/actions/bookingconfirmation,41,nsn,wlg,domestic,3
3550084054119414433,1485896352,20170201,akiwsh,/vbook/actions/mobi/purchasetickets,10,akl,chc,domestic,23
3550866231911970471,1485941197,20170201,3xmkjh,/vbook/actions/bookingconfirmation,87,akl,hkk,domestic,14
3632850616524894956,1485915355,20170201,ydpiqh,/vbook/actions/bookingconfirmation,53,chc,rot,domestic,1
3633163934352635253,1485930077,20170201,8bfkdh,/vbook/actions/mobi/purchasetickets,54,nsn,chc,domestic,25
3633358479221772186,1485919540,20170201,qjfmlh,/vbook/actions/bookingconfirmation,51,pmr,akl,domestic,3
3633548630298582981,1485928781,20170201,8a88bh,/vbook/actions/bookingconfirmation,72,akl,wlg,domestic,79
3554072919088319547,1485943443,20170201,3xpdwh,/vbook/actions/bookingconfirmation,54,wlg,akl,domestic,16
3554573304248359306,1485895692,20170201,tu4mhh,/vbook/actions/reservationholdconfirmation,27,akl,syd,tasman,43
3554573304248359306,1485915347,20170201,tu4mhh,/vbook/actions/bookingconfirmation,79,akl,syd,tasman,43
3555052725670175388,1485860428,20170201,ih43wh,/vbook/actions/bookingconfirmation,36,chc,akl,domestic,5
3556497191851056354,1485912648,20170201,sfit8h,/vbook/actions/bookingconfirmation,103,ivc,wlg,domestic,70
3556497191851056354,1485912648,20170201,hlgb4h,/vbook/actions/bookingconfirmation,156,dud,wlg,domestic,70
3640321115082960166,1485906319,20170201,en5knh,/vbook/actions/mobi/bookingconfirmation,5,akl,zrh,long haul,34
3557758851423953206,1485916996,20170201,4mekbh,/vbook/actions/bookingconfirmation,68,akl,chc,domestic,20
3642923470187394711,1485901932,20170201,d6nrbh,/vbook/actions/bookingconfirmation,110,akl,npl,domestic,10
3559143007730111786,1485935914,20170201,zuiz4h,/vbook/actions/mobi/review,10,nsn,chc,domestic,24
3559812794980754877,1485898483,20170201,2e87sh,/vbook/actions/bookingconfirmation,2,chc,tiu,domestic,38
3643777468590558695,1485923099,20170201,ukxxqh,/vbook/actions/bookingconfirmation,45,zqn,wlg,domestic,4
3643826633092181567,1485936457,20170201,lrmqdh,/vbook/actions/bookingconfirmation,20,akl,nsn,domestic,80
3560899486040787497,1485888886,20170201,tjvwyh,/vbook/actions/bookingconfirmation,98,akl,tuo,domestic,8
3561163888615077746,1485896647,20170201,e7b5yh,/vbook/actions/bookingconfirmation,55,zqn,wlg,domestic,8
3564103102251472846,1485903822,20170201,38eyqh,/vbook/actions/mobi/purchasetickets,16,dud,chc,domestic,59
3649636512662296338,1485922190,20170201,qjv3dh,/vbook/actions/bookingconfirmation,2,wlg,akl,domestic,25
3649636512662296338,1485930825,20170201,nsczlh,/vbook/actions/bookingconfirmation,128,wlg,akl,domestic,25
3650261224230825891,1485929267,20170201,aq52wh,/vbook/actions/bookingconfirmation,101,wlg,akl,domestic,9
3567301508562252771,1485927395,20170201,5xcmfh,/vbook/actions/mobi/purchasetickets,31,chc,akl,domestic,46
3567960657191248111,1485896091,20170201,2ffrfh,/vbook/actions/bookingconfirmation,161,wlg,akl,domestic,42
3568381735649550305,1485895222,20170201,q7ji2h,/vbook/actions/bookingconfirmation,53,wlg,chc,domestic,22
3569739031303851781,1485910012,20170201,pklhjh,/vbook/actions/mobi/purchasetickets,18,wlg,chc,domestic,0
3571084824994162796,1485909966,20170201,76284h,/vbook/actions/bookingconfirmation,109,akl,wlg,domestic,21
3655611671162760753,1485926201,20170201,2j4fbh,/vbook/actions/bookingconfirmation,2,akl,wlg,domestic,5
3573547859863850304,1485920013,20170201,ukfmlh,/vbook/actions/bookingconfirmation,82,kke,akl,domestic,7
3574438893804692360,1485939597,20170201,5yacbh,/vbook/actions/mobi/purchasetickets,13,chc,bne,tasman,85
3657121077256146650,1485932554,20170201,lrgcyh,/vbook/actions/bookingconfirmation,60,npe,akl,domestic,15
3657318796105945348,1485924519,20170201,3vthbh,/vbook/actions/bookingconfirmation,42,wlg,akl,domestic,8
3575340974317528347,1485901038,20170201,6g6wqh,/vbook/actions/bookingconfirmation,52,akl,chc,domestic,12
3659156707106463440,1485938383,20170201,5x82yh,/vbook/actions/bookingconfirmation,141,chc,npe,domestic,46
3577185370767418562,1485921088,20170201,fnyhyh,/vbook/actions/mobi/purchasetickets,12,akl,bhe,domestic,5
3577185370767418562,1485926317,20170201,fnyhyh,/vbook/actions/mobi/purchasetickets,14,akl,bhe,domestic,5
3577185370767418562,1485926896,20170201,8a2k8h,/vbook/actions/mobi/bookingconfirmation,20,bhe,akl,domestic,2
3659305690932021614,1485932907,20170201,w65d2h,/vbook/actions/bookingconfirmation,53,akl,nsn,domestic,9
3659526533855322190,1485918999,20170201,3pvqdh,/vbook/actions/mobi/purchasetickets,18,chc,akl,domestic,1
3581205511700315208,1485929543,20170201,3wjyuh,/vbook/actions/bookingconfirmation,203,akl,npe,domestic,65
3662754309152459541,1485884734,20170201,nb6gnh,/vbook/actions/mobi/bookingconfirmation,1,npl,akl,domestic,0
3664239246813063766,1485892276,20170201,wvyxyh,/vbook/actions/bookingconfirmation,116,akl,chc,domestic,12
3664559045801448501,1485917880,20170201,qmupjh,/vbook/actions/bookingconfirmation,55,akl,trg,domestic,7
3665258683085872029,1485913512,20170201,am5tdh,/vbook/actions/bookingconfirmation,36,akl,syd,tasman,2
3667438005261884723,1485912938,20170201,77jplh,/vbook/actions/bookingconfirmation,145,akl,syd,tasman,48
3668347988517285082,1485926482,20170201,jefvyh,/vbook/actions/bookingconfirmation,136,akl,syd,tasman,120
3668347988517285082,1485926482,20170201,8a7m2h,/vbook/actions/bookingconfirmation,219,akl,syd,tasman,120
3668724386708415566,1485924139,20170201,ap7yuh,/vbook/actions/bookingconfirmation,2,akl,mel,tasman,42
3668768208210029747,1485931741,20170201,3r8vsh,/vbook/actions/bookingconfirmation,99,akl,ivc,domestic,62
3668781638536483477,1485903770,20170201,6hklfh,/vbook/actions/bookingconfirmation,135,kke,kke,domestic,8
3670064047107875397,1485898356,20170201,em6uyh,/vbook/actions/bookingconfirmation,119,mel,akl,tasman,25
3672905756401607769,1485932103,20170201,5xrcdh,/vbook/actions/bookingconfirmation,14,gis,akl,domestic,17
3675583432299109886,1485931864,20170201,3rsrfh,/vbook/actions/bookingconfirmation,62,mel,chc,tasman,49
3675583432299109886,1485931864,20170201,gr4yhh,/vbook/actions/bookingconfirmation,121,zqn,rot,domestic,53
3679624287856168398,1485901207,20170201,enbcuh,/vbook/actions/bookingconfirmation,66,akl,wlg,domestic,7
3679813713050695929,1485920641,20170201,jcvqyh,/vbook/actions/bookingconfirmation,2,akl,nsn,domestic,11
3679813713050695929,1485922588,20170201,fpd76h,/vbook/actions/bookingconfirmation,87,akl,nsn,domestic,39
3679894123453142789,1485932219,20170201,3wt8dh,/vbook/actions/bookingconfirmation,150,wlg,akl,domestic,19
3679894123453142789,1485932219,20170201,3rwy6h,/vbook/actions/bookingconfirmation,209,wlg,akl,domestic,19
3680033821394612201,1485931386,20170201,zudssh,/vbook/actions/bookingconfirmation,92,chc,ivc,domestic,75
3681246883541248001,1485906334,20170201,mmv3jh,/vbook/actions/bookingconfirmation,62,chc,akl,domestic,58
3681713055005738868,1485889492,20170201,arzgbh,/vbook/actions/bookingconfirmation,66,akl,wlg,domestic,28
3685133468174771862,1485868973,20170201,n6kzsh,/vbook/actions/bookingconfirmation,56,per,zqn,tasman,10
3686386816891743502,1485936847,20170201,qlriqh,/vbook/actions/bookingconfirmation,2,pmr,akl,domestic,30
3686524109860181836,1485906827,20170201,wxz8bh,/vbook/actions/bookingconfirmation,97,akl,wlg,domestic,34
3686545657717311575,1485902343,20170201,hjqcsh,/vbook/actions/bookingconfirmation,68,nsn,gis,domestic,37
3686545657717311575,1485909871,20170201,inksfh,/vbook/actions/bookingconfirmation,48,nsn,wlg,domestic,23
3689893722130972924,1485895771,20170201,hir46h,/vbook/actions/bookingconfirmation,96,akl,bne,tasman,2
3690063029775458061,1485922060,20170201,ivsklh,/vbook/actions/bookingconfirmation,70,chc,akl,domestic,13
3691823601294572368,1485896528,20170201,ugap2h,/vbook/actions/mobi/purchasetickets,34,akl,wlg,domestic,3
3691853004631451383,1485870281,20170201,xqlwwh,/vbook/actions/bookingconfirmation,49,akl,npl,domestic,11
3692086899969691444,1485905731,20170201,tl8pdh,/vbook/actions/bookingconfirmation,2,akl,chc,domestic,22
3692148794698813462,1485893888,20170201,2dskqh,/vbook/actions/bookingconfirmation,149,akl,nan,pacific,242
3693242727192835311,1485902723,20170201,alpgyh,/vbook/actions/bookingconfirmation,85,akl,nsn,domestic,18
3695762412674492921,1485936418,20170201,fq2thh,/vbook/actions/bookingconfirmation,65,trg,chc,domestic,13
3698357350308893795,1485892189,20170201,d5hiyh,/vbook/actions/bookingconfirmation,59,pmr,chc,domestic,4
3699753047225875982,1485913613,20170201,3nx6bh,/vbook/actions/bookingconfirmation,63,akl,nsn,domestic,68
3702390041175443720,1485916746,20170201,awus6h,/vbook/actions/bookingconfirmation,54,wlg,zqn,domestic,40
3702546485220633634,1485897139,20170201,lq3byh,/vbook/actions/bookingconfirmation,49,nsn,wlg,domestic,15
3704203642632652879,1485930664,20170201,qpzyyh,/vbook/actions/bookingconfirmation,57,akl,wlg,domestic,8
3704607854905822829,1485917591,20170201,2rehsh,/vbook/actions/bookingconfirmation,93,zqn,wlg,domestic,16
3704723754588317106,1485912820,20170201,ite7lh,/vbook/actions/bookingconfirmation,57,wre,wlg,domestic,12
3705114334594541511,1485931640,20170201,w6wgfh,/vbook/actions/bookingconfirmation,2,pmr,akl,domestic,72
3708321438180940435,1485884749,20170201,lpaunh,/vbook/actions/mobi/purchasetickets,29,akl,iah,long haul,67
3708321438180940435,1485938311,20170201,nsyujh,/vbook/actions/mobi/purchasetickets,16,akl,bne,tasman,114
3709258144828213770,1485899201,20170201,wwmuuh,/vbook/actions/mobi/purchasetickets,23,chc,pmr,domestic,16
3709433495489103960,1485899404,20170201,emzdhh,/vbook/actions/bookingconfirmation,63,wlg,akl,domestic,60
3712145668539454961,1485909522,20170201,amivlh,/vbook/actions/bookingconfirmation,80,syd,akl,tasman,72
3712681676174617044,1485922502,20170201,ukwhhh,/vbook/actions/bookingconfirmation,78,npl,bne,tasman,5
3713161587231620946,1485897554,20170201,q8anwh,/vbook/actions/bookingconfirmation,54,akl,npe,domestic,70
3713267857519658677,1485892309,20170201,d5gquh,/vbook/actions/bookingconfirmation,114,nsn,akl,domestic,42
3714912404880047059,1485939814,20170201,zuw78h,/vbook/actions/bookingconfirmation,118,bne,akl,tasman,15
3714994906798243955,1485938077,20170201,3w68yh,/vbook/actions/bookingconfirmation,2,wlg,sin,long haul,235
3715185435951045868,1485914146,20170201,fmjf6h,/vbook/actions/bookingconfirmation,99,tbu,akl,pacific,22
3715557852561553198,1485915958,20170201,zrhuqh,/vbook/actions/bookingconfirmation,2,chc,wlg,domestic,65
3716945869998495243,1485896221,20170201,uzx3fh,/vbook/actions/bookingconfirmation,110,wlg,akl,domestic,19
3718123696062448353,1485927977,20170201,yf3twh,/vbook/actions/bookingconfirmation,67,akl,lhr,long haul,176
3718907557673186766,1485917043,20170201,shzhqh,/vbook/actions/bookingconfirmation,79,akl,npl,domestic,5
3719253607499006459,1485931609,20170201,vvmyhh,/vbook/actions/bookingconfirmation,2,chc,akl,domestic,100
3721526564321573499,1485930885,20170201,3wnkwh,/vbook/actions/bookingconfirmation,63,akl,mel,tasman,79
3722373308501269081,1485930366,20170201,aq8g8h,/vbook/actions/mobi/purchasetickets,14,wlg,bne,tasman,86
3723262478420280370,1485920151,20170201,axjbfh,/vbook/actions/mobi/purchasetickets,18,akl,gis,domestic,6
3723857683591280127,1485911553,20170201,wyngjh,/vbook/actions/bookingconfirmation,50,akl,wlg,domestic,3
3726066417760900129,1485940981,20170201,lr2thh,/vbook/actions/bookingconfirmation,147,wlg,rot,domestic,51
3726315092075707162,1485930252,20170201,vvmpjh,/vbook/actions/bookingconfirmation,182,akl,zqn,domestic,164
3726798658152228422,1485891141,20170201,x8uefh,/vbook/actions/mobi/purchasetickets,14,akl,nsn,domestic,8
3727830914887164993,1485939778,20170201,ygu4sh,/vbook/actions/bookingconfirmation,78,zqn,sin,long haul,74
3728318440878124862,1485892518,20170201,36u36h,/vbook/actions/bookingconfirmation,58,nsn,akl,domestic,14
3728318595510893814,1485897223,20170201,q76mbh,/vbook/actions/bookingconfirmation,113,wlg,hlz,domestic,14
3729409938138610084,1485918020,20170201,4mddlh,/vbook/actions/mobi/bookingconfirmation,2,akl,wlg,domestic,1
3729730179488336272,1485879890,20170201,ekjkyh,/vbook/actions/bookingconfirmation,96,adl,akl,tasman,25
3730079008144040122,1485906107,20170201,uhlm4h,/vbook/actions/bookingconfirmation,79,pmr,akl,domestic,22
3733556290953404248,1485900511,20170201,2fjl4h,/vbook/actions/bookingconfirmation,44,npe,chc,domestic,9
3737634667352773710,1485934005,20170201,jfamwh,/vbook/actions/bookingconfirmation,105,chc,mel,tasman,45
3738063030204173920,1485916501,20170201,qiyejh,/vbook/actions/bookingconfirmation,46,akl,chc,domestic,6
3738416974184294803,1485942230,20170201,ix2h6h,/vbook/actions/bookingconfirmation,57,wlg,bhe,domestic,3
3739942675379129803,1485920219,20170201,ukh7yh,/vbook/actions/bookingconfirmation,90,npe,nsn,domestic,21
